,0,1,2
0,1.0457941579946655,-0.6262690411770412,1.0
1,-1.355913531483588,0.04882925684817467,0.0
2,-1.150031657357528,0.07374172423996246,0.0
3,-1.6479475952303002,-0.05931864255703765,0.0
4,0.6577785963200001,0.14672160176145166,1.0
5,-1.0429439657960804,0.012401836794387711,0.0
6,0.6011930522964317,0.4273179717318965,1.0
7,0.7322461009697039,0.2065884782529079,1.0
8,0.6471030729508876,-0.1790224581407132,1.0
9,1.1682835606507278,-0.16019625605157742,1.0
10,1.1980047353000467,-0.22515713293300413,1.0
11,-1.0390837231435004,0.21839525067397966,0.0
12,-0.42331772695333425,0.48459913511945996,0.0
13,-0.9747333199975429,-0.010226407527198765,0.0
14,-1.3914084461350256,0.010590477194654925,0.0
15,0.7588184187799807,-0.09693147973293326,1.0
16,-0.9043194001104895,-0.023213364005640835,0.0
17,1.073732682803284,-0.5546552908481952,1.0
18,0.6672604934189286,0.08429400434249232,1.0
19,1.6302810093922298,-0.4106491155266084,1.0
20,1.1448248810776929,-0.2697892358917446,1.0
21,-1.1061866056158316,0.34202327142199546,0.0
22,0.5467327682796567,0.14229065456995446,1.0
23,-1.0657604738926072,-0.057072848153254245,0.0
24,1.1604375006319965,-0.02495231294932111,1.0
25,-1.1780357926828802,-0.6568589697476037,0.0
26,-0.9479701712143142,0.028386152883846178,0.0
27,-0.8155658694142445,-0.09514172166025815,0.0
28,1.2083828102580365,0.20630316783387176,1.0
29,0.8538299316977831,0.2280527249095145,1.0
30,1.2574564471711085,0.44881558206410765,1.0
31,0.8652034725381202,-0.32825840234042114,1.0
32,-0.9122642986574585,-0.08067980717799661,0.0
33,0.7917264737224112,0.4498553996164686,1.0
34,0.9810748001178901,-0.4905642802444982,1.0
35,-0.8555777213401221,-0.2911708075728077,0.0
36,0.7249081813726305,-0.20515168618290244,1.0
37,0.7246173076548347,0.28940520064776065,1.0
38,-0.7839232841123401,-0.01808152158691581,0.0
39,1.2854695722152538,-0.15643720119801235,1.0
40,0.6817788763776731,0.07821750111198389,1.0
41,-1.3897552308045316,-0.053752749100334736,0.0
42,-0.7568173439743784,-0.03398626959261034,0.0
43,-1.1538626768505458,0.027016461919516847,0.0
44,-1.0510287355181815,-0.20870821233830086,0.0
45,-0.9427990997282794,-0.27701736813855987,0.0
46,-0.6688846050194402,0.37406800229202564,0.0
47,1.0612378621820686,0.36599988604197364,1.0
48,-0.9260376603823776,0.18342792151181075,0.0
49,0.902757817756596,0.18523552079081457,1.0
50,1.0970460745226374,-0.12142342260116386,1.0
51,1.0986872481505914,0.09641926456080975,1.0
52,-1.0588339746640796,0.28334051648093467,0.0
53,-0.4978442295190241,-0.3175188433304262,0.0
54,-1.2068687824839393,-0.05061552943401209,0.0
55,1.115380834039513,0.6382695558967495,1.0
56,-0.9559387676932568,-0.12303185221111554,0.0
57,0.9947865000483792,-0.13617962795835578,1.0
58,0.8471833682634252,-0.07909864189344216,1.0
59,1.1552044918370876,-0.05288109432038746,1.0
60,0.6239484981948072,-0.21070715252319014,1.0
61,1.2069648485755935,0.2074688829696019,1.0
62,-0.8404701009134499,-0.19842996889185818,0.0
63,1.1426941137136022,-0.37334128648551834,1.0
64,1.256641140816515,0.48428806322620815,1.0
