,0,1,2
0,11.054481346130697,10.738738283904036,1
1,9.276737119653106,9.855834051113122,1
2,12.326994497670999,8.741569195318155,1
3,-5.11430681093039,3.500671877688876,0
4,-1.7832287872749257,1.688234568364689,0
5,9.004118631394038,10.703160846061415,1
6,-1.3114983310343753,5.4858503971392665,0
7,-3.5263705509393297,1.4980709696414316,0
8,9.051262177940252,9.063794163064783,1
9,-0.7680069199420676,5.54516840608782,0
10,9.727785823568874,11.346912437362908,1
11,-3.698258981775154,4.732248511586856,0
12,-4.636985212694311,3.4112058309058133,0
13,-3.9708600223511166,2.200947939390187,0
14,-3.9237948462009293,2.0866642359238563,0
15,-3.4755820344850465,2.9331994792724445,0
16,8.044027613547318,10.611254136195775,1
17,9.293767867860968,8.439894129671007,1
18,-5.008683681858927,2.3006679545618876,0
19,11.401996011579984,10.001759862352914,1
20,-2.4240913870438314,1.2510479143904238,0
21,9.066579547040183,11.396809756351328,1
22,11.588634966413466,9.644656000670913,1
23,8.633080680608074,9.781798749764567,1
24,-3.1170595997706503,2.159277450867304,0
25,6.732276708250218,9.93127063137566,1
26,11.840294271953677,10.653465951270803,1
27,-2.3216691460013257,2.6310430331589467,0
28,10.078557411718915,9.090156200485438,1
29,-3.6219671196460173,2.5752624996862314,0
30,-4.763315867041094,1.431961630372896,0
31,-4.026608611506436,2.007476012995082,0
32,-3.3401521543293278,3.654054745077106,0
33,11.14965669976913,9.611977795248032,1
34,11.781739968563842,11.202769300778783,1
35,9.619250726994759,10.02129555329648,1
36,-4.33907170675945,0.7186306101819677,0
37,-2.8025454903395253,3.437565613960904,0
38,8.177652808788705,8.91271903411681,1
39,12.214224010133119,7.314708124390821,1
40,-3.5772134538742555,2.261616230757781,0
41,11.064037716971336,8.754110434065419,1
42,10.866746335629172,9.680926248595464,1
43,9.309605715061647,8.82531760579324,1
44,-2.796567456928052,2.327647616773964,0
45,-2.096779714080837,0.8647020178498046,0
46,8.53506748456452,12.149934811098456,1
47,-2.7376120197456846,2.910613761343134,0
48,-3.8696231926939006,3.692777752440434,0
49,-5.293792249077154,1.9975873748100719,0
50,-3.3179868290562022,3.1354094075061676,0
51,-5.662678789671028,2.813820854617065,0
52,11.67780166468576,9.249414401078946,1
53,-1.9261576032919754,2.356153534426606,0
54,10.220576364267393,9.230148295932223,1
55,-0.9226064344005365,1.4049115347893364,0
56,10.958879575259619,8.45420817958662,1
57,9.384866737892475,10.751176539118314,1
58,-2.8645416821990635,3.430523335983229,0
59,10.107104454610933,9.781604607570026,1
60,10.958964888503932,11.37072609531613,1
61,9.529142891619282,8.760955737146523,1
62,10.08513718917763,9.529716673038687,1
63,-1.6242093937821485,4.515641077553079,0
64,10.688165918332153,11.7218415696794,1
65,-4.000806719478108,3.8034389888156666,0
66,-2.140762228756177,3.7255923941363314,0
67,-3.119480690400724,4.2990750369888096,0
68,-4.978836639942905,3.756752259693618,0
69,9.565887918674719,12.29212974763745,1
70,10.76993480642041,9.26163180899199,1
71,-1.1448855656490122,3.5486038657142336,0
72,10.323279288934378,10.378620532405483,1
73,10.560495660157084,11.065609083745144,1
74,10.885043229413675,10.199468934172772,1
75,-2.677664788169121,2.3692985161742453,0
76,-3.302138216131942,4.149341726241358,0
77,9.450453133189107,10.975185037906714,1
78,10.67895723706391,9.54216462344042,1
79,10.025526885470025,9.514047133796648,1
80,-4.323471588450766,4.001921103544294,0
81,9.812151988637705,9.385733420527705,1
82,-1.74895550422988,2.9645547705111004,0
83,-3.059520085352685,3.4288077368126233,0
84,9.771002631971221,9.32259646039489,1
85,-3.8184667344295393,3.5026931894871858,0
86,10.702550860960068,9.20342963539035,1
87,9.498471861364067,9.981029557864106,1
88,10.418151512618236,10.060988494712282,1
89,-2.8056826718997603,2.7713768802423817,0
90,-1.877098777426523,1.4895665882410822,0
91,-2.1990165648494973,2.5056720151501675,0
92,-1.8707159205426005,3.2598273948249235,0
93,9.43178507755668,10.2821842587657,1
94,11.393575745010907,10.748257471785909,1
95,12.436448418795251,10.27753626048625,1
96,11.123807556888186,10.354315630000762,1
97,-3.544415612300951,2.9374599223732147,0
98,-3.0923477958777026,4.194966599723809,0
99,9.92335940963912,11.842216341688847,1
100,10.495864308492143,9.056183785256582,1
101,10.785534267554487,7.925162606600853,1
102,-2.0886855419100274,3.0732188795680018,0
103,9.86126444125717,9.217221544408554,1
104,9.7040260000364,10.950774264370455,1
105,-2.17745596254262,2.058800265253777,0
106,9.857226785478955,9.779188379046701,1
107,10.465960281782529,9.322366367902339,1
108,10.766167639709499,9.804422104833606,1
109,8.898704351951025,10.735828581730384,1
110,9.590365758075794,11.302589606634651,1
111,9.449686668060702,11.190845338060482,1
112,-1.89140907167616,3.5426509147910403,0
113,-1.0077130893719828,2.341937880776513,0
114,-2.99464455939806,2.9226134036114755,0
115,-2.5704210597827544,2.4458327165522373,0
116,-3.507191074977928,2.5936038671267188,0
117,-1.946528998100318,3.920547914021093,0
118,-1.3362779339753859,4.250223273762046,0
119,11.86695400383339,9.042793324724109,1
120,9.84380775294393,11.01392822273693,1
121,-3.5500783825133246,3.6605092408613906,0
122,-3.0828572996775154,-0.11850630249410399,0
123,-2.7588200482151795,2.77010249094429,0
124,-3.85047932650317,4.0012109773856785,0
125,-3.9999590933953177,1.2324126058928304,0
126,11.015019155418734,8.859482909183336,1
127,8.65562275710906,10.196003646227854,1
128,-2.9117195529311797,3.1546795917312576,0
129,-2.907757019380975,2.7013523069795715,0
130,-0.8346912688938106,1.3992795323523426,0
131,-1.7653337721145548,2.2443404476948228,0
132,10.55182505931913,10.701132393060163,1
133,-3.3931030713719834,3.160316428412082,0
134,10.614110296039827,10.468541504240413,1
135,13.364098266254148,11.34531691116297,1
136,-3.3733444297820205,1.6679589015916074,0
137,9.976829103433579,9.507357043125783,1
138,-2.8494222083525296,3.4446158697323304,0
139,-2.3229751008789954,2.498635818432997,0
140,9.31100516147935,9.301278669835684,1
141,8.444985859332656,9.62318019909548,1
142,-3.404425889488267,2.470485291141733,0
143,-3.997383373358725,2.7274982538676293,0
144,-3.4170451759732297,3.9603989136863187,0
145,-3.126897265757147,3.0775286589035495,0
146,10.269351534988862,7.809599323343294,1
147,-2.286153270696401,1.7689063840759074,0
148,-3.0648561238595327,1.3541606921613292,0
149,-2.714424268812107,1.6897163739232768,0
150,-5.261400691523251,3.091913097536771,0
151,9.718008691871516,10.978462200252276,1
152,-3.9406693406278537,3.5418149925854516,0
153,-1.6777846954074804,1.9460297491115908,0
154,-3.2312647945431507,2.990782338353151,0
155,-3.4633166186911537,1.661677017520487,0
156,9.699582639024655,10.502450478457327,1
